Name,Region,Longitude,Latitude,Water depth (m),Annual mean SST (°C)a,Annual mean temperature 0-200 m (°C)a,fGDGT-0,fGDGT-1,fGDGT-2,fGDGT-3,fcren,fcren',fOH-GDGT-0,fOH-GDGT-1,fOH-GDGT-2,GDGT-0,GDGT-1,GDGT-2,GDGT-3,cren,cren',OH-GDGT-0,OH-GDGT-1,OH-GDGT-2,BITd,TEX86,RI-OH,RI-OH',OHC,%OH,TEX86OH,Lab,Methodse,MS infof,Reference paper,Reference paper for non-hydroxylated isoGDGTs
HCC_1_0-1B,Tropical Atlantic,-30.56,15.02,5500,24.9,19.7,0.29,0.07,0.08,0.01,0.51,0.04,0.7,0.19,0.12,2248725,563240,618201,40275,4026441,343067,49736,13327,8276,0.03,0.64,1.38,0.42,0.58,0.9,0.62,NIOZ,2,1,This study,
HCC_1_0-1C,Tropical Atlantic,-30.56,15.02,5500,24.9,19.7,0.28,0.07,0.08,0.01,0.52,0.04,0.7,0.18,0.12,4421791,1103235,1253227,82666,8029412,665001,91961,23290,15891,0.03,0.64,1.41,0.42,0.59,0.84,0.63,NIOZ,2,1,This study,
HCC_3_0-1A,Tropical Atlantic,-36.21,13.16,5190,26,20,0.29,0.08,0.08,0.01,0.51,0.04,0.68,0.2,0.13,2807670,731184,753330,53364,4928840,393757,55650,16200,10563,0.03,0.62,1.39,0.45,0.57,0.85,0.6,NIOZ,2,1,This study,
HCC_3_0-1B,Tropical Atlantic,-36.21,13.16,5190,26,20,0.29,0.08,0.08,0.01,0.51,0.04,0.68,0.19,0.13,2766691,726229,762158,49813,4849707,375150,53188,14543,10411,0.03,0.62,1.42,0.45,0.57,0.81,0.6,NIOZ,2,1,This study,
HCC_3_0-1C,Tropical Atlantic,-36.21,13.16,5190,26,20,0.29,0.07,0.08,0.01,0.51,0.04,0.71,0.17,0.12,4386723,1102287,1150874,80571,7682942,586897,90382,21950,15288,0.03,0.62,1.41,0.41,0.57,0.84,0.6,NIOZ,2,1,This study,
HCC_5_0-1A,Tropical Atlantic,-40.47,10.83,4620,26.9,19.2,0.29,0.08,0.07,0.01,0.51,0.04,0.67,0.17,0.15,5812197,1494433,1486861,114067,10176438,765510,106155,27228,24220,0.02,0.61,1.47,0.48,0.56,0.79,0.6,NIOZ,2,1,This study,
HCC_5_0-1B,Tropical Atlantic,-40.47,10.83,4620,26.9,19.2,0.29,0.08,0.08,0.01,0.51,0.04,0.68,0.18,0.14,5022274,1313304,1344680,103372,8959477,684999,92929,24821,19762,0.02,0.62,1.44,0.47,0.57,0.78,0.6,NIOZ,2,1,This study,
HCC_5_0-1C,Tropical Atlantic,-40.47,10.83,4620,26.9,19.2,0.3,0.07,0.07,0.01,0.51,0.04,0.66,0.19,0.15,6080087,1455653,1457292,117138,10191192,727608,121210,34100,27429,0.03,0.61,1.45,0.49,0.55,0.9,0.59,NIOZ,2,1,This study,
HCC_7_0-1A,Tropical Atlantic,-44.28,7.52,4650,27.6,20,0.28,0.08,0.08,0.01,0.52,0.04,0.62,0.18,0.2,5876533,1640544,1626302,152162,10986421,770118,99916,28992,31633,0.03,0.61,1.52,0.57,0.56,0.76,0.59,NIOZ,2,1,This study,
HCC_7_0-1B,Tropical Atlantic,-44.28,7.52,4650,27.6,20,0.29,0.08,0.08,0.01,0.52,0.04,0.62,0.17,0.21,7329264,1979223,1957112,179552,13268906,905871,119149,32888,39740,0.03,0.61,1.55,0.59,0.56,0.74,0.59,NIOZ,2,1,This study,
HCC_7_0-1C,Tropical Atlantic,-44.28,7.52,4650,27.6,20,0.28,0.08,0.08,0.01,0.53,0.04,0.63,0.18,0.19,10193955,2838259,2808634,259070,19293207,1323111,174862,50255,52278,0.03,0.61,1.51,0.56,0.56,0.75,0.59,NIOZ,2,1,This study,
HCC_8_0-1A,Tropical Atlantic,-45.45,6.49,4250,27.7,20.7,0.28,0.07,0.08,0.01,0.52,0.04,0.6,0.18,0.22,4819257,1263182,1281141,133432,8952069,623483,81514,23753,30448,0.03,0.62,1.56,0.62,0.57,0.79,0.6,NIOZ,2,1,This study,
HCC_8_0-1B,Tropical Atlantic,-45.45,6.49,4250,27.7,20.7,0.28,0.08,0.08,0.01,0.53,0.04,0.6,0.18,0.22,6042332,1646012,1679867,171824,11487733,787567,99376,30280,37358,0.03,0.62,1.55,0.63,0.57,0.76,0.6,NIOZ,2,1,This study,
HCC_8_0-1C,Tropical Atlantic,-45.45,6.49,4250,27.7,20.7,0.27,0.08,0.08,0.01,0.53,0.04,0.59,0.18,0.23,7856908,2192450,2245341,234036,15450006,1052443,125645,38392,49669,0.03,0.62,1.56,0.64,0.57,0.73,0.6,NIOZ,2,1,This study,
HCC_9_0-1A,Tropical Atlantic,-46.4,5.6,3770,27.5,22.1,0.27,0.07,0.08,0.01,0.54,0.04,0.55,0.2,0.25,6175701,1709654,1766288,204025,12309260,820165,95856,34649,43905,0.04,0.62,1.56,0.7,0.58,0.75,0.61,NIOZ,2,1,This study,
HCC_9_0-1B,Tropical Atlantic,-46.4,5.6,3770,27.5,22.1,0.28,0.07,0.07,0.01,0.53,0.04,0.55,0.2,0.25,5163605,1367930,1397429,172046,9940545,657541,83508,30230,38200,0.05,0.62,1.56,0.7,0.57,0.81,0.61,NIOZ,2,1,This study,
HCC_9_0-1C,Tropical Atlantic,-46.4,5.6,3770,27.5,22.1,0.27,0.07,0.08,0.01,0.54,0.04,0.53,0.21,0.27,4617326,1259837,1327860,163898,9289688,616411,71183,27864,36525,0.06,0.63,1.57,0.74,0.58,0.78,0.61,NIOZ,2,1,This study,
HCC_10_0-1A,Tropical Atlantic,-47.49,6.68,4080,27.6,21.7,0.26,0.07,0.08,0.01,0.54,0.04,0.5,0.2,0.3,4235624,1193544,1299116,167243,8961696,629387,69828,27470,41731,0.14,0.64,1.6,0.8,0.59,0.84,0.62,NIOZ,2,1,This study,
HCC_10_0-1B,Tropical Atlantic,-47.49,6.68,4080,27.6,21.7,0.26,0.08,0.08,0.01,0.53,0.04,0.52,0.2,0.28,2042322,586221,635316,80570,4164606,300585,32862,12560,17845,0.1,0.63,1.59,0.76,0.59,0.8,0.62,NIOZ,2,1,This study,
HCC_10_0-1C,Tropical Atlantic,-47.49,6.68,4080,27.6,21.7,0.26,0.07,0.08,0.01,0.54,0.04,0.52,0.19,0.29,4600951,1330646,1425573,177001,9586090,661794,64462,23757,36607,0.07,0.63,1.61,0.78,0.59,0.7,0.62,NIOZ,2,1,This study,
HCC_11_0-1C,Tropical Atlantic,-51.49,5.53,80,27.7,,0.12,0.06,0.06,0.03,0.72,0.02,0.1,0.17,0.73,697971,335895,322305,165357,4148461,126037,6197,10355,44913,0.05,0.65,1.81,1.63,0.6,1.05,0.64,NIOZ,2,1,This study,
HCC_12_0-1A,Tropical Atlantic,-52.46,6.07,70,27.6,,0.14,0.06,0.05,0.02,0.7,0.02,0.1,0.21,0.69,3256455,1429593,1242173,540106,16384753,443665,29903,63774,205164,0.03,0.61,1.76,1.59,0.56,1.27,0.6,NIOZ,2,1,This study,
HCC_12_0-1B,Tropical Atlantic,-52.46,6.07,70,27.6,,0.14,0.06,0.05,0.02,0.71,0.02,0.09,0.21,0.7,5646298,2478170,2186272,958405,29550087,758873,43799,103027,350489,0.03,0.61,1.77,1.62,0.56,1.18,0.61,NIOZ,2,1,This study,
HCC_12_0-1C,Tropical Atlantic,-52.46,6.07,70,27.6,,0.13,0.06,0.05,0.02,0.71,0.02,0.09,0.2,0.71,3703735,1624449,1466560,651315,19691130,528877,31189,71598,246583,0.04,0.62,1.77,1.62,0.57,1.25,0.62,NIOZ,2,1,This study,
HCC_13_0-1A,Tropical Atlantic,-53.02,7.6,1000,27.7,20.4,0.2,0.06,0.07,0.02,0.61,0.04,0.26,0.28,0.46,5570191,1689896,1968873,453851,16587063,989086,67221,73227,120797,0.04,0.67,1.62,1.21,0.62,0.95,0.66,NIOZ,2,1,This study,
HCC_13_0-1B,Tropical Atlantic,-53.02,7.6,1000,27.7,20.4,0.21,0.06,0.07,0.02,0.6,0.04,0.27,0.29,0.44,7576718,2258786,2635419,599702,21731376,1317781,92567,100788,154997,0.03,0.67,1.61,1.18,0.62,0.96,0.66,NIOZ,2,1,This study,
HCC_13_0-1C,Tropical Atlantic,-53.02,7.6,1000,27.7,20.4,0.21,0.06,0.07,0.02,0.61,0.04,0.26,0.29,0.45,10391345,3089931,3587412,873806,30662800,1804545,145887,161261,250949,0.05,0.67,1.61,1.19,0.62,1.09,0.66,NIOZ,2,1,This study,
HCC_14_0-1A,Tropical Atlantic,-51.32,9.53,4840,27.5,21.7,0.24,0.07,0.07,0.01,0.57,0.04,0.48,0.19,0.33,6255910,1769871,1924480,301533,14814006,994208,94133,38431,65070,0.03,0.65,1.63,0.85,0.6,0.75,0.63,NIOZ,2,1,This study,
HCC_14_0-1B,Tropical Atlantic,-51.32,9.53,4840,27.5,21.7,0.23,0.07,0.08,0.01,0.57,0.04,0.47,0.19,0.34,8791623,2609126,2869389,420313,21393938,1421555,129675,51972,91605,0.03,0.64,1.64,0.86,0.6,0.72,0.63,NIOZ,2,1,This study,
HCC_14_0-1C,Tropical Atlantic,-51.32,9.53,4840,27.5,21.7,0.24,0.07,0.08,0.01,0.57,0.04,0.47,0.21,0.32,4091307,1180263,1299563,192122,9755219,652730,61877,28123,42966,0.04,0.64,1.6,0.86,0.6,0.77,0.63,NIOZ,2,1,This study,
HCC_16_0-1A,Tropical Atlantic,-51.88,10.22,4940,27.5,21.8,0.24,0.07,0.08,0.01,0.56,0.04,0.5,0.2,0.3,6988791,2055959,2294650,309780,16426543,1174737,109337,43311,65643,0.03,0.65,1.6,0.8,0.61,0.74,0.64,NIOZ,2,1,This study,
HCC_16_0-1B,Tropical Atlantic,-51.88,10.22,4940,27.5,21.8,0.24,0.07,0.08,0.01,0.56,0.04,0.52,0.18,0.3,14304509,4318827,4873804,595860,33685881,2405455,205922,71763,120993,0.02,0.65,1.63,0.79,0.61,0.66,0.64,NIOZ,2,1,This study,
HCC_16_0-1C,Tropical Atlantic,-51.88,10.22,4940,27.5,21.8,0.24,0.07,0.08,0.01,0.56,0.04,0.53,0.19,0.28,6999141,1966949,2182424,301421,16175286,1147388,122875,45368,65065,0.03,0.65,1.59,0.75,0.6,0.8,0.63,NIOZ,2,1,This study,
HCC_17_0-1A,Tropical Atlantic,-53.27,9.9,4750,27.7,22.5,0.24,0.07,0.08,0.01,0.57,0.04,0.46,0.21,0.33,6911879,2045547,2292799,329391,16591981,1155320,104521,47960,75850,0.03,0.65,1.61,0.87,0.61,0.77,0.64,NIOZ,2,1,This study,
HCC_17_0-1B,Tropical Atlantic,-53.27,9.9,4750,27.7,22.5,0.24,0.07,0.08,0.01,0.57,0.04,0.47,0.2,0.33,5960615,1759682,1937500,286230,14256939,1002938,93803,40802,65292,0.03,0.65,1.62,0.86,0.6,0.79,0.64,NIOZ,2,1,This study,
HCC_20_0-1A,Tropical Atlantic,-54.15,11.27,4790,27.5,22.8,0.24,0.07,0.08,0.01,0.55,0.04,0.53,0.19,0.28,4251314,1248049,1439310,161107,9719302,742370,65660,23524,35310,0.02,0.65,1.6,0.76,0.61,0.7,0.64,NIOZ,2,1,This study,
HCC_20_0-1B,Tropical Atlantic,-54.15,11.27,4790,27.5,22.8,0.24,0.07,0.08,0.01,0.56,0.04,0.54,0.19,0.27,8377679,2493438,2847074,316852,19517418,1459370,129295,46899,65277,0.02,0.65,1.58,0.73,0.61,0.68,0.64,NIOZ,2,1,This study,
HCC_20_0-1C,Tropical Atlantic,-54.15,11.27,4790,27.5,22.8,0.24,0.07,0.08,0.01,0.56,0.04,0.54,0.19,0.28,9850351,2977226,3422635,379814,23226559,1801396,150846,52483,77952,0.02,0.65,1.6,0.74,0.62,0.67,0.64,NIOZ,2,1,This study,
HCC_21_0-1A,Tropical Atlantic,-54.67,13.02,5040,27.4,23.8,0.25,0.07,0.08,0.01,0.55,0.04,0.63,0.2,0.17,6458390,1780738,2085223,184202,13938592,1127251,127881,40459,35480,0.03,0.66,1.47,0.55,0.61,0.79,0.64,NIOZ,2,1,This study,
HCC_21_0-1B,Tropical Atlantic,-54.67,13.02,5040,27.4,23.8,0.26,0.07,0.08,0.01,0.54,0.04,0.63,0.19,0.17,3815472,1024914,1148933,98991,7890672,632594,83163,25100,22706,0.04,0.65,1.47,0.54,0.59,0.89,0.63,NIOZ,2,1,This study,
HCC_21_0-1C,Tropical Atlantic,-54.67,13.02,5040,27.4,23.8,0.25,0.07,0.08,0.01,0.54,0.04,0.64,0.2,0.16,6061867,1691529,1956502,165472,12937361,1053129,122145,38323,31119,0.03,0.65,1.45,0.52,0.6,0.8,0.64,NIOZ,2,1,This study,
HCC_22_0-1A,Tropical Atlantic,-55.18,14.8,5500,27.2,24.2,0.27,0.07,0.08,0.01,0.53,0.05,0.68,0.19,0.13,1833641,471698,526023,45078,3536500,303489,48361,13403,9552,0.05,0.65,1.42,0.46,0.58,1.05,0.63,NIOZ,2,1,This study,
HCC_22_0-1B,Tropical Atlantic,-55.18,14.8,5500,27.2,24.2,0.26,0.07,0.08,0.01,0.54,0.04,0.68,0.19,0.13,5274296,1436054,1650101,138347,10908982,881992,127275,36443,24264,0.04,0.65,1.4,0.45,0.59,0.92,0.63,NIOZ,2,1,This study,
HCC_22_0-1C,Tropical Atlantic,-55.18,14.8,5500,27.2,24.2,0.27,0.07,0.08,0.01,0.53,0.04,0.67,0.18,0.14,2303437,625660,703993,64055,4590141,386710,59156,16192,12332,0.05,0.65,1.43,0.47,0.59,1,0.63,NIOZ,2,1,This study,
HCC_23_0-1A,Tropical Atlantic,-57.05,15.79,5320,27.3,24.6,0.28,0.07,0.08,0.01,0.53,0.04,0.66,0.19,0.15,5813774,1449876,1669213,133425,11054255,773271,116400,32937,26583,,0.64,1.45,0.49,0.59,0.83,0.62,NIOZ,2,1,This study,
HCC_23_0-1B,Tropical Atlantic,-57.05,15.79,5320,27.3,24.6,0.28,0.07,0.08,0.01,0.52,0.04,,,,6947106,1713728,1957536,151364,12918044,936630,,,,,0.64,,,,,0.64,NIOZ,2,1,This study,
HCC_23_0-1C,Tropical Atlantic,-57.05,15.79,5320,27.3,24.6,0.27,0.07,0.08,0.01,0.53,0.04,0.66,0.19,0.14,9699696,2569840,3075428,247122,19465011,1495714,197504,57777,43050,,0.65,1.43,0.48,0.6,0.81,0.64,NIOZ,2,1,This study,
MUC@M1 surface,Tropical Atlantic,-23,12,5056,26,16.5,0.31,0.07,0.07,0.01,0.5,0.04,0.7,0.17,0.13,1149938,266709,270554,20084,1881980,137523,31979,7712,6055,0.03,0.62,1.44,0.43,0.53,1.21,0.59,NIOZ,2,1,This study,
MUC@M2 surface,Tropical Atlantic,-37.82,13.81,4726,26.3,20.6,0.26,0.07,0.09,0.01,0.53,0.05,,,,352462,96547,114490,7469,703752,63535,,,,0.02,0.66,,,,,0.66,NIOZ,2,1,This study,
MUC@M3 surface,Tropical Atlantic,-38.63,12.39,4628,26.4,19.8,0.28,0.07,0.08,0,0.52,0.04,0.71,0.15,0.14,566835,142673,154036,9054,1040956,83939,15152,3180,3086,0.02,0.63,1.49,0.44,0.56,1.06,0.61,NIOZ,2,1,This study,
MUC@M4 surface,Tropical Atlantic,-49.19,12.06,4197,26.8,22.5,0.27,0.07,0.07,0.01,0.54,0.04,0.63,0.19,0.18,343475,89201,94177,7920,690014,54442,10424,3064,3034,0.1,0.64,1.5,0.55,0.56,1.28,0.61,NIOZ,2,1,This study,
MUC@M5 surface,Tropical Atlantic,-57.04,12.02,4446,27.6,23.8,0.23,0.07,0.08,0.01,0.56,0.05,0.56,0.22,0.22,252992,72518,89988,9898,606208,55768,7870,3037,3047,0.06,0.68,1.5,0.65,0.61,1.27,0.66,NIOZ,2,1,This study,
13M0-1 surface,Tropical Atlantic,-21.92,13.53,4700,25.1,16.2,0.31,0.07,0.07,0.01,0.5,0.04,0.68,0.17,0.15,3140554,715555,739766,59140,4977268,355212,90748,22517,20495,0.03,0.62,1.48,0.47,0.53,1.32,0.59,NIOZ,2,1,This study,
13M1a-2 surface,Tropical Atlantic,-31.71,13.73,5879,25.8,18.3,0.28,0.07,0.08,0.01,0.52,0.04,0.71,0.18,0.11,2979388,774991,832453,57521,5598189,434440,76089,19787,11669,0.04,0.63,1.37,0.4,0.57,1,0.61,NIOZ,2,1,This study,
1 MC4 0-5,Equatorial Pacific,-86.18,1.8,,25.8,16.8,0.33,0.07,0.07,0.01,0.49,0.03,0.59,0.2,0.21,4628201,990723,983493,101644,6999639,450769,85026,28635,29413,0.03,0.61,1.51,0.61,0.54,1,0.59,NIOZ,2,1,This study,
2 MC7 0-5,Equatorial Pacific,-92.95,-4.23,,24,16.6,0.34,0.07,0.07,0.01,0.48,0.03,0.62,0.19,0.19,3311865,713722,653011,61136,4622413,289105,61511,18832,18383,0.03,0.58,1.49,0.56,0.52,1.01,0.56,NIOZ,2,1,This study,
3A MC1 0-5,Equatorial Pacific,-105.42,-0.04,,24.4,16.6,0.32,0.07,0.06,0.01,0.51,0.04,0.64,0.17,0.18,3932493,821505,802135,73153,6309094,484051,85815,23292,24314,0.01,0.62,1.51,0.54,0.55,1.06,0.6,NIOZ,2,1,This study,
4 MC6 0-5,Equatorial Pacific,-112.6,0.12,,24,16.8,0.34,0.06,0.07,0,0.49,0.03,0.65,0.17,0.18,5693568,1053479,1084146,79980,8216492,549936,117080,30550,32460,,0.62,1.52,0.53,0.54,1.07,0.59,NIOZ,2,1,This study,
5 MC3 0-5,Equatorial Pacific,-123.02,0.07,,24.6,18,0.32,0.07,0.07,0.01,0.5,0.04,,,,2151982,441215,479624,37869,3383025,239315,,,,,0.63,,,,,0.63,NIOZ,2,1,This study,
6 MC2 0-5,Equatorial Pacific,-130.88,0.04,,25.1,18.5,0.29,0.06,0.07,0.01,0.52,0.05,0.6,0.18,0.22,2514014,552390,590207,63029,4475198,395268,67193,19679,24304,0.01,0.65,1.55,0.61,0.57,1.28,0.63,NIOZ,2,1,This study,
7 MC7 0-5,Equatorial Pacific,-139.32,0,,26,20.5,0.28,0.06,0.07,0.01,0.53,0.05,0.59,0.16,0.25,2102350,477351,522001,63291,4063559,374858,51678,14117,21923,0,0.67,1.61,0.66,0.6,1.14,0.64,NIOZ,2,1,This study,
8 MC1 0-5,Equatorial Pacific,-147.78,0.01,,26.4,21.4,0.28,0.06,0.07,0.01,0.53,0.05,0.6,0.16,0.24,4997164,1108883,1227444,147312,9530698,859073,113075,29572,45419,0.01,0.67,1.61,0.64,0.6,1.04,0.65,NIOZ,2,1,This study,
9 G3 S1 0-5,North Pacific,-149.48,15.12,,25.6,21.2,0.38,0.06,0.07,0.01,0.45,0.03,,,,2551862,423889,466290,35119,3052879,191277,,,,,0.62,,,,,0.62,NIOZ,2,1,This study,
10 G2 S1 0-5,North Pacific,-143.35,20.68,,23.7,21.3,0.34,0.07,0.08,0.01,0.48,0.03,,,,2282216,464872,530541,34100,3211458,201200,,,,,0.62,,,,,0.62,NIOZ,2,1,This study,
11 MC4 0-5,North Pacific,-157.87,30.35,,21.8,17.7,0.44,0.06,0.05,0.01,0.41,0.02,0.68,0.17,0.15,1598408,226574,197156,20488,1463009,86887,15722,3941,3603,0.25,0.57,1.48,0.48,0.52,0.64,0.56,NIOZ,2,1,This study,
418_2_ufs,Black Sea,29.96,43.16,,14.5,4.3,0.35,0.03,0.01,0,0.59,0.01,0.8,0.12,0.08,3444677,279109,140043,33352,5770155,53591,363329,54463,36741,0.03,0.45,1.4,0.28,-0.14,4.47,0.26,NIOZ,2,1,This study,
418_2_0-1L,Black Sea,29.96,43.16,,14.5,4.3,0.34,0.03,0.02,0,0.6,0.01,0.78,0.13,0.09,10129954,1031246,501381,117824,17709284,164720,620717,104775,68013,0.04,0.43,1.39,0.3,0.06,2.61,0.32,NIOZ,2,1,This study,
418_2_0-1K,Black Sea,29.96,43.16,,14.5,4.3,0.35,0.03,0.02,0,0.59,0,0.8,0.12,0.08,11893807,1174884,516152,146413,20120340,150372,787478,120342,75032,0.04,0.41,1.38,0.28,0.01,2.81,0.29,NIOZ,2,1,This study,
418_12/3_0-1G,Black Sea,30.03,42.94,,14.8,9.1,0.35,0.04,0.02,0.01,0.58,0.01,0.74,0.15,0.11,20520838,2507357,1200021,299524,33610440,299964,1153300,241523,167592,0.04,0.42,1.41,0.37,0.11,2.6,0.33,NIOZ,2,1,This study,
418_12/3_0-1F,Black Sea,30.03,42.94,,14.8,9.1,0.36,0.04,0.02,0,0.57,0.01,0.74,0.15,0.11,23707502,2810327,1305079,329786,37589926,340754,1310737,275255,192250,0.04,0.41,1.41,0.37,0.1,2.62,0.32,NIOZ,2,1,This study,
418_4_0-1H,Black Sea,29.35,42.78,,14.7,9.1,0.35,0.04,0.02,0,0.59,0,0.78,0.13,0.09,12782768,1339061,563985,168160,21336245,165536,715246,124221,82852,0.05,0.4,1.4,0.31,0.06,2.47,0.3,NIOZ,2,1,This study,
418_4_0-1I,Black Sea,29.35,42.78,,14.7,9.1,0.36,0.04,0.02,0,0.58,0,0.77,0.14,0.09,9307001,989138,472973,118124,15144378,115293,537657,97409,65417,0.05,0.42,1.4,0.33,0.07,2.61,0.32,NIOZ,2,1,This study,
408_2.2 0-1cm,Black Sea,30.52,42.9,,14.8,9.1,0.35,0.04,0.02,0.01,0.58,0.01,0.74,0.15,0.11,21710580,2402540,1217980,315219,35315941,356077,1182945,245984,172775,0.03,0.44,1.41,0.37,0.12,2.55,0.35,NIOZ,2,1,This study,
NiCycle III S.1 slice 1,North Sea,3.15,55.17,,10.2,2.7,0.52,0.03,0.01,0,0.43,0,0.65,0.29,0.06,494378,29599,5468,3083,410388,1676,33194,14863,3058,0.16,0.26,1.17,0.41,-0.25,5.13,0.14,NIOZ,2,1,This study,"Bale et al., 2013"
NiCycle III S.2 slice 1,North Sea,3.68,54.72,,10.4,1.9,0.53,0.03,0.01,0,0.43,0,0.7,0.24,0.05,2968790,157317,34293,19084,2450782,14104,233654,81620,18012,0.12,0.3,1.18,0.35,-0.3,5.58,0.15,NIOZ,2,1,This study,"Bale et al., 2013"
NiCycle III S.3 slice 1,North Sea,4.35,54.4,,10.6,2,0.51,0.03,0.01,0,0.45,0,0.7,0.24,0.06,2846243,160176,35996,19278,2479858,11128,221693,75455,18967,0.1,0.29,1.2,0.36,-0.29,5.39,0.15,NIOZ,2,1,This study,"Bale et al., 2013"
NiCycle III S.4 slice 1,North Sea,4.33,54.13,,10.6,2,0.49,0.04,0.01,0,0.46,0,0.63,0.27,0.09,1804165,128821,30630,16759,1690240,8440,112836,49000,16900,0.14,0.3,1.26,0.46,-0.16,4.63,0.19,NIOZ,2,1,This study,"Bale et al., 2013"
NiCycle III S.5 slice 1,North Sea,4.6,53.92,,10.7,3,0.47,0.04,0.01,0,0.47,0,0.57,0.31,0.11,1591332,124214,32822,16342,1584077,7595,76639,41877,15194,0.12,0.31,1.27,0.54,-0.06,3.83,0.22,NIOZ,2,1,This study,"Bale et al., 2013"
NiCycle III S.6 slice 1,North Sea,4.77,53.77,,10.7,3,0.47,0.04,0.01,0.01,0.48,0,0.55,0.32,0.13,4949189,373792,105888,52655,5019608,18974,222411,131612,52307,0.11,0.32,1.28,0.58,-0.05,3.72,0.23,NIOZ,2,1,This study,"Bale et al., 2013"
64PE409-53 BC,Irish Sea,-4.08,53.6,38,10.5,3.3,0.48,0.04,0.01,0.01,0.47,0,0.57,0.31,0.12,1952874,150826,41245,20609,1924752,8553,95998,52227,19306,0.11,0.32,1.27,0.54,-0.07,3.93,0.22,NIOZ,2,1,This study,
64PE409-41 BC,Irish Sea,-4.08,53.6,37,10.5,3.3,0.47,0.03,0.01,0,0.48,0,0.6,0.29,0.11,4418227,317811,90159,43190,4556284,17612,212386,104317,38953,0.09,0.32,1.27,0.51,-0.07,3.63,0.22,NIOZ,2,1,This study,
NF2012-046 BC,East coast USA,-73.84,38.12,730,15.3,,0.4,0.04,0.02,0.01,0.52,0.01,0.69,0.23,0.08,5962249,586650,276141,81088,7730823,136486,339906,111449,41254,0.04,0.46,1.27,0.39,0.1,3.23,0.35,NIOZ,2,1,This study,
NF2012-65 BC,East coast USA,-73.87,38.06,170,15.3,,0.43,0.04,0.02,0.01,0.5,0.01,0.65,0.25,0.1,3851559,363368,154000,56727,4537040,64219,231982,89933,35643,0.05,0.43,1.28,0.45,0.04,3.81,0.32,NIOZ,2,1,This study,
NF2012-69 BC,East coast USA,-73.8,38.04,515,15.3,,0.42,0.04,0.02,0.01,0.51,0.01,0.63,0.26,0.11,1834957,189457,79712,28689,2218651,35949,98632,40428,17150,0.04,0.43,1.3,0.48,0.09,3.44,0.33,NIOZ,2,1,This study,
NF2012-84 BC,East coast USA,-73.75,38.01,991,15.3,,0.42,0.04,0.02,0.01,0.5,0.01,0.69,0.22,0.08,7110845,750960,387383,86057,8572849,194258,347868,112153,41213,0.06,0.47,1.27,0.39,0.17,2.85,0.38,NIOZ,2,1,This study,
NF2012-182 BC,East coast USA,-74.65,37.02,188,15.7,,0.41,0.03,0.01,0.01,0.54,0.01,0.68,0.23,0.08,4691239,369950,144364,61282,6191695,72777,306295,104411,36524,0.05,0.43,1.26,0.4,-0.03,3.73,0.29,NIOZ,2,1,This study,
NF2012-182 BC,East coast USA,-74.65,37.02,188,15.7,,0.41,0.03,0.01,0.01,0.53,0.01,0.68,0.24,0.09,5321960,448883,176171,70007,6878694,82349,339684,118698,44405,0.06,0.42,1.27,0.41,-0.01,3.73,0.29,NIOZ,2,1,This study,
NF2012-191 BC,East coast USA,-74.63,37.04,810,15.7,,0.41,0.03,0.01,0.01,0.53,0.01,0.7,0.22,0.08,2109446,174238,74879,27648,2779981,39459,147789,46113,17654,0.04,0.45,1.28,0.38,-0.01,3.91,0.31,NIOZ,2,1,This study,
NF2012-193 BC,East coast USA,-74.58,37.04,1135,15.7,,0.4,0.04,0.02,0.01,0.54,0.01,0.71,0.22,0.08,2446685,225886,102527,31982,3311381,54434,167839,51740,18273,0.04,0.46,1.26,0.37,0.03,3.71,0.32,NIOZ,2,1,This study,
M2005-14 BC,Gulf of Cadiz,-6.8,35.31,546,18.7,,0.29,0.07,0.06,0.01,0.54,0.03,0.38,0.32,0.3,8845586,2005108,1904843,286439,16645514,938570,142388,120775,111807,0.02,0.61,1.48,0.92,0.54,1.21,0.59,NIOZ,2,1,This study,
M2004-11 BC,Gulf of Cadiz,-6.76,35.28,443,18.7,,0.3,0.07,0.06,0.01,0.52,0.03,0.37,0.32,0.3,3180679,732683,632104,122216,5476505,303397,64866,55745,52482,0.03,0.59,1.48,0.93,0.51,1.63,0.57,NIOZ,2,1,This study,
M2003-18 BC,North Atlantic,-15.82,55.62,554,11.4,,0.45,0.07,0.03,0.01,0.44,0.01,0.58,0.27,0.15,1186018,171825,68249,26258,1144839,24746,46525,21882,11857,0.01,0.41,1.35,0.57,0.2,2.97,0.35,NIOZ,2,1,This study,
M2001-15 BC,North Atlantic,-13.92,53.77,645,12,,0.24,0.06,0.06,0.01,0.6,0.03,0.26,0.36,0.38,2915093,743671,681591,136610,7411519,387797,38553,54631,57772,0.05,0.62,1.51,1.13,0.56,1.21,0.61,NIOZ,2,1,This study,
TRACOS2010-36 BC,East coast USA,-75.86,34.21,470.45,24.7,,0.27,0.06,0.06,0.01,0.57,0.03,0.32,0.35,0.33,1754626,402933,363819,87120,3779720,211197,34768,37982,36316,0.04,0.62,1.49,1.01,0.53,1.63,0.6,NIOZ,2,1,This study,
TRACOS2010-36 BC,East coast USA,-75.86,34.21,470.45,24.7,,0.28,0.06,0.05,0.01,0.57,0.03,0.3,0.36,0.34,2603321,571485,504103,119862,5327633,289078,53717,64682,61086,0.04,0.62,1.49,1.04,0.52,1.87,0.59,NIOZ,2,1,This study,
